file_id,filepath,transcript,emotion,label
YAF_hall_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_hall_disgust.wav,say the word hall,disgust,1
OAF_pad_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Fear\OAF_pad_fear.wav,say the word pad,fear,2
OAF_youth_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_angry\OAF_youth_angry.wav,say the word youth,angry,0
OAF_rain_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_disgust\OAF_rain_disgust.wav,say the word rain,disgust,1
OAF_soup_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Fear\OAF_soup_fear.wav,say the word soup,fear,2
OAF_mood_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_angry\OAF_mood_angry.wav,say the word mood,angry,0
OAF_choice_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_angry\OAF_choice_angry.wav,say the word choice,angry,0
YAF_goal_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_sad\YAF_goal_sad.wav,say the word goal,sad,5
YAF_perch_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_happy\YAF_perch_happy.wav,say the word perch,happy,3
YAF_keg_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_keg_angry.wav,say the word keg,angry,0
YAF_jar_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_fear\YAF_jar_fear.wav,say the word jar,fear,2
YAF_long_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_long_disgust.wav,say the word long,disgust,1
YAF_moon_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_moon_disgust.wav,say the word moon,disgust,1
OAF_get_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_get_ps.wav,say the word get,surprise,6
YAF_phone_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_phone_angry.wav,say the word phone,angry,0
OAF_lot_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_lot_sad.wav,say the word lot,sad,5
YAF_hate_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_fear\YAF_hate_fear.wav,say the word hate,fear,2
YAF_dead_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_dead_disgust.wav,say the word dead,disgust,1
OAF_shout_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_disgust\OAF_shout_disgust.wav,say the word shout,disgust,1
YAF_page_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_happy\YAF_page_happy.wav,say the word page,happy,3
OAF_ditch_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_ditch_neutral.wav,say the word ditch,neutral,4
OAF_live_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_live_neutral.wav,say the word live,neutral,4
YAF_should_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_fear\YAF_should_fear.wav,say the word should,fear,2
YAF_shall_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_fear\YAF_shall_fear.wav,say the word shall,fear,2
OAF_moon_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Fear\OAF_moon_fear.wav,say the word moon,fear,2
OAF_beg_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_disgust\OAF_beg_disgust.wav,say the word beg,disgust,1
OAF_merge_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_merge_sad.wav,say the word merge,sad,5
YAF_luck_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_luck_ps.wav,say the word luck,surprise,6
YAF_lean_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_happy\YAF_lean_happy.wav,say the word lean,happy,3
YAF_gas_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_fear\YAF_gas_fear.wav,say the word gas,fear,2
YAF_yes_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_happy\YAF_yes_happy.wav,say the word yes,happy,3
OAF_rose_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Fear\OAF_rose_fear.wav,say the word rose,fear,2
OAF_base_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_angry\OAF_base_angry.wav,say the word base,angry,0
OAF_mode_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_mode_sad.wav,say the word mode,sad,5
OAF_young_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_angry\OAF_young_angry.wav,say the word young,angry,0
OAF_peg_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_peg_ps.wav,say the word peg,surprise,6
YAF_dip_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_fear\YAF_dip_fear.wav,say the word dip,fear,2
YAF_judge_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_judge_disgust.wav,say the word judge,disgust,1
OAF_pass_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_pass_ps.wav,say the word pass,surprise,6
YAF_read_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_read_disgust.wav,say the word read,disgust,1
YAF_thin_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_neutral\YAF_thin_neutral.wav,say the word thin,neutral,4
YAF_loaf_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_loaf_angry.wav,say the word loaf,angry,0
YAF_witch_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_witch_disgust.wav,say the word witch,disgust,1
YAF_hash_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_sad\YAF_hash_sad.wav,say the word hash,sad,5
YAF_reach_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_reach_angry.wav,say the word reach,angry,0
OAF_burn_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_burn_happy.wav,say the word burn,happy,3
OAF_walk_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_walk_happy.wav,say the word walk,happy,3
YAF_rag_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_rag_disgust.wav,say the word rag,disgust,1
OAF_doll_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_doll_ps.wav,say the word doll,surprise,6
OAF_shirt_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_shirt_ps.wav,say the word shirt,surprise,6
YAF_match_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_neutral\YAF_match_neutral.wav,say the word match,neutral,4
OAF_week_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_disgust\OAF_week_disgust.wav,say the word week,disgust,1
YAF_hush_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_hush_ps.wav,say the word hush,surprise,6
YAF_mouse_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_happy\YAF_mouse_happy.wav,say the word mouse,happy,3
OAF_bath_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Fear\OAF_bath_fear.wav,say the word bath,fear,2
OAF_sell_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Fear\OAF_sell_fear.wav,say the word sell,fear,2
OAF_lease_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_lease_neutral.wav,say the word lease,neutral,4
OAF_void_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_disgust\OAF_void_disgust.wav,say the word void,disgust,1
OAF_germ_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_germ_neutral.wav,say the word germ,neutral,4
OAF_judge_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_judge_neutral.wav,say the word judge,neutral,4
OAF_ripe_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_ripe_neutral.wav,say the word ripe,neutral,4
YAF_tape_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_fear\YAF_tape_fear.wav,say the word tape,fear,2
YAF_jail_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_jail_angry.wav,say the word jail,angry,0
OAF_gap_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_gap_sad.wav,say the word gap,sad,5
OAF_moon_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_moon_sad.wav,say the word moon,sad,5
OAF_void_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_void_neutral.wav,say the word void,neutral,4
OAF_such_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_such_neutral.wav,say the word such,neutral,4
OAF_vine_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_vine_neutral.wav,say the word vine,neutral,4
OAF_boat_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_angry\OAF_boat_angry.wav,say the word boat,angry,0
YAF_lore_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_lore_disgust.wav,say the word lore,disgust,1
YAF_read_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_read_ps.wav,say the word read,surprise,6
OAF_hate_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_hate_sad.wav,say the word hate,sad,5
OAF_read_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_read_ps.wav,say the word read,surprise,6
YAF_young_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_happy\YAF_young_happy.wav,say the word young,happy,3
OAF_yearn_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_angry\OAF_yearn_angry.wav,say the word yearn,angry,0
OAF_match_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_match_happy.wav,say the word match,happy,3
YAF_rain_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_neutral\YAF_rain_neutral.wav,say the word rain,neutral,4
OAF_search_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_search_neutral.wav,say the word search,neutral,4
OAF_wire_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_wire_sad.wav,say the word wire,sad,5
YAF_juice_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_juice_angry.wav,say the word juice,angry,0
OAF_join_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Fear\OAF_join_fear.wav,say the word join,fear,2
OAF_seize_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_angry\OAF_seize_angry.wav,say the word seize,angry,0
YAF_good_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_sad\YAF_good_sad.wav,say the word good,sad,5
YAF_sheep_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_sheep_disgust.wav,say the word sheep,disgust,1
YAF_life_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_neutral\YAF_life_neutral.wav,say the word life,neutral,4
YAF_knock_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_knock_disgust.wav,say the word knock,disgust,1
OAF_ditch_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_angry\OAF_ditch_angry.wav,say the word ditch,angry,0
OAF_mood_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_mood_sad.wav,say the word mood,sad,5
YAF_jail_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_fear\YAF_jail_fear.wav,say the word jail,fear,2
OAF_deep_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_deep_happy.wav,say the word deep,happy,3
YAF_seize_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_happy\YAF_seize_happy.wav,say the word seize,happy,3
YAF_ditch_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_sad\YAF_ditch_sad.wav,say the word ditch,sad,5
OAF_said_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_said_neutral.wav,say the word said,neutral,4
YAF_gas_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_gas_angry.wav,say the word gas,angry,0
YAF_chain_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_neutral\YAF_chain_neutral.wav,say the word chain,neutral,4
YAF_late_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_late_disgust.wav,say the word late,disgust,1
YAF_hall_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_fear\YAF_hall_fear.wav,say the word hall,fear,2
OAF_page_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Fear\OAF_page_fear.wav,say the word page,fear,2
YAF_goose_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_goose_ps.wav,say the word goose,surprise,6
OAF_chalk_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_chalk_neutral.wav,say the word chalk,neutral,4
YAF_bought_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_bought_angry.wav,say the word bought,angry,0
YAF_sub_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_sub_disgust.wav,say the word sub,disgust,1
OAF_pad_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_angry\OAF_pad_angry.wav,say the word pad,angry,0
YAF_germ_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_germ_angry.wav,say the word germ,angry,0
OAF_came_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_came_ps.wav,say the word came,surprise,6
YAF_tire_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_fear\YAF_tire_fear.wav,say the word tire,fear,2
OAF_bean_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_bean_happy.wav,say the word bean,happy,3
YAF_dip_happy,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_happy\YAF_dip_happy.wav,say the word dip,happy,3
OAF_deep_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_deep_ps.wav,say the word deep,surprise,6
OAF_mood_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_disgust\OAF_mood_disgust.wav,say the word mood,disgust,1
YAF_raise_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_raise_angry.wav,say the word raise,angry,0
YAF_soap_disgust,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_soap_disgust.wav,say the word soap,disgust,1
YAF_gaze_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_fear\YAF_gaze_fear.wav,say the word gaze,fear,2
YAF_pass_sad,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_sad\YAF_pass_sad.wav,say the word pass,sad,5
OAF_chair_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_chair_ps.wav,say the word chair,surprise,6
YAF_germ_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_germ_ps.wav,say the word germ,surprise,6
OAF_food_ps,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_food_ps.wav,say the word food,surprise,6
OAF_burn_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_burn_neutral.wav,say the word burn,neutral,4
OAF_doll_angry,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_angry\OAF_doll_angry.wav,say the word doll,angry,0
YAF_ton_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\YAF_fear\YAF_ton_fear.wav,say the word ton,fear,2
OAF_take_fear,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_Fear\OAF_take_fear.wav,say the word take,fear,2
OAF_food_neutral,C:\Users\sande\Desktop\multimodal_emotion_project\dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_food_neutral.wav,say the word food,neutral,4
